別紙　学部・研究科等組織ID一覧（2024年度）,,,,,
学部・研究科等組織ID,学校名,学部・研究科名称,所在地,課程区分,昼夜区分
0132-61-04-2K01-02-1,東北大学,農学研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2K01-02-1,東北大学,農学研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-2K13-02-1,東北大学,生命科学研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2K13-02-1,東北大学,生命科学研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-2M02-02-1,東北大学,医学系研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2M02-02-1,東北大学,医学系研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-2M04-02-1,東北大学,薬学研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2M04-02-1,東北大学,薬学研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-2S01-02-1,東北大学,教育学研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2S01-02-1,東北大学,教育学研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-2X06-02-1,東北大学,環境科学研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2X06-02-1,東北大学,環境科学研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-2X16-02-1,東北大学,国際文化研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2X16-02-1,東北大学,国際文化研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-2Y95-02-1,東北大学,医工学研究科,仙台市,博士課程（前期）,昼間
0132-61-04-2Y95-02-1,東北大学,医工学研究科（博士課程(前期)）,仙台市,博士課程（前期）,昼間
0132-61-04-4A01-03-1,東北大学,文学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4A01-03-1,東北大学,文学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4C01-03-1,東北大学,法学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4C01-03-1,東北大学,法学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4C09-03-1,東北大学,経済学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4C09-03-1,東北大学,経済学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4E01-03-1,東北大学,理学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4E01-03-1,東北大学,理学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4G01-03-1,東北大学,工学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4G01-03-1,東北大学,工学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4G01-03-1,東北大学,工学部・工学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4G11-03-1,東北大学,情報科学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4G11-03-1,東北大学,情報科学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4K01-03-1,東北大学,農学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4K01-03-1,東北大学,農学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4K13-03-1,東北大学,生命科学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4K13-03-1,東北大学,生命科学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4M02-00-1,東北大学,医学部（群）（専門課程）,仙台市,,昼間
0132-61-04-4M02-00-1,東北大学,医学部（修業年限６年）,仙台市,,昼間
0132-61-04-4M02-03-1,東北大学,医学系研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4M02-03-1,東北大学,医学系研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4M04-03-1,東北大学,薬学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4M04-03-1,東北大学,薬学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4M08-00-1,東北大学,歯学部（修業年限６年）,仙台市,,昼間
0132-61-04-4M08-00-1,東北大学,歯学部（専門課程）,仙台市,,昼間
0132-61-04-4M48-00-1,東北大学,薬学部（６年制）,仙台市,,昼間
0132-61-04-4M48-00-1,東北大学,薬学部（修業年限６年）,仙台市,,昼間
0132-61-04-4S01-03-1,東北大学,教育学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4S01-03-1,東北大学,教育学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4X06-03-1,東北大学,環境科学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4X06-03-1,東北大学,環境科学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4X16-03-1,東北大学,国際文化研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4X16-03-1,東北大学,国際文化研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-4Y95-03-1,東北大学,医工学研究科,仙台市,博士課程（後期）,昼間
0132-61-04-4Y95-03-1,東北大学,医工学研究科（博士課程(後期)）,仙台市,博士課程（後期）,昼間
0132-61-04-6M02-04-1,東北大学,医学系研究科,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M02-04-1,東北大学,医学系研究科（修業年限４年）,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M02-04-1,東北大学,医学系研究科（修業年限４年）（博士課程(一貫)）,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M03-04-1,東北大学,歯学研究科,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M03-04-1,東北大学,歯学研究科（修業年限４年）,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M03-04-1,東北大学,歯学研究科（修業年限４年）（博士課程(一貫)）,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M04-04-1,東北大学,薬学研究科,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M04-04-1,東北大学,薬学研究科（４年制）,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-6M04-04-1,東北大学,薬学研究科（４年制）（博士課程(一貫)）,仙台市,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0132-61-04-AC01-07-1,東北大学,公共政策大学院（専門職学位課程）,仙台市,専門職学位課程,昼間
0132-61-04-AC01-07-1,東北大学,法学研究科,仙台市,専門職学位課程,昼間
0132-61-04-AC01-07-1,東北大学,法学研究科（専門職学位課程）,仙台市,専門職学位課程,昼間
0132-61-04-AC09-07-1,東北大学,会計大学院（専門職学位課程）,仙台市,専門職学位課程,昼間
0132-61-04-AC09-07-1,東北大学,経済学研究科,仙台市,専門職学位課程,昼間
0132-61-04-AC09-07-1,東北大学,経済学研究科（専門職学位課程）,仙台市,専門職学位課程,昼間
0132-61-04-CC01-08-1,東北大学,法学研究科,仙台市,専門職学位課程法科大学院,昼間
0136-61-04-1S02-00-1,宮城教育大学,教育学部（教員養成）,仙台市,,昼間
0136-61-04-GS01-09-1,宮城教育大学,教育学研究科,仙台市,専門職学位課程教職大学院,昼間
0140-05-05-1G32-00-1,秋田大学,理工学部,秋田,,昼間
0140-05-05-1G32-00-1,秋田大学,理工学部（域）（群）,秋田,,昼間
0140-05-05-1G55-00-1,秋田大学,国際資源学部,秋田,,昼間
0140-05-05-1G83-01-1,秋田大学,先進ヘルスケア工学院,秋田,修士課程,昼間
0140-05-05-1M02-01-1,秋田大学,医学系研究科,秋田,修士課程,昼間
0140-05-05-1M02-01-1,秋田大学,医学系研究科（修士課程）,秋田,修士課程,昼間
0140-05-05-1M04-00-1,秋田大学,医学部（修業年限４年）,秋田,,昼間
0140-05-05-1M04-00-1,秋田大学,医学部（保健学科）,秋田,,昼間
0140-05-05-1M04-00-1,秋田大学,医学部保健学科,秋田,,昼間
0140-05-05-1S01-01-1,秋田大学,教育学研究科,秋田,修士課程,昼間
0140-05-05-1S01-01-1,秋田大学,教育学研究科（修士課程）,秋田,修士課程,昼間
0140-05-05-1X73-00-1,秋田大学,教育文化学部（教員養成以外）,秋田,,昼間
0140-05-05-1X74-00-1,秋田大学,教育文化学部（教員養成）,秋田,,昼間
0140-05-05-2M02-02-1,秋田大学,医学系研究科,秋田,博士課程（前期）,昼間
0140-05-05-2M02-02-1,秋田大学,医学系研究科（博士課程(前期)）,秋田,博士課程（前期）,昼間
0140-05-05-2M02-02-1,秋田大学,医学系研究科（博士前期課程）,秋田,博士課程（前期）,昼間
0140-05-05-2X02-02-1,秋田大学,理工学研究科,秋田,博士課程（前期）,昼間
0140-05-05-2X02-02-1,秋田大学,理工学研究科（博士前期課程）,秋田,博士課程（前期）,昼間
0140-05-05-2Z35-02-1,秋田大学,国際資源学研究科,秋田,博士課程（前期）,昼間
0140-05-05-2Z35-02-1,秋田大学,国際資源学研究科（博士前期課程）,秋田,博士課程（前期）,昼間
0140-05-05-4G32-03-1,秋田大学,工学資源学研究科,秋田,博士課程（後期）,昼間
0140-05-05-4G32-03-1,秋田大学,工学資源学研究科（博士課程(後期)）,秋田,博士課程（後期）,昼間
0140-05-05-4G32-03-1,秋田大学,工学資源学研究科（博士後期課程）,秋田,博士課程（後期）,昼間
0140-05-05-4M02-00-1,秋田大学,医学部（群）（専門課程）,秋田,,昼間
0140-05-05-4M02-00-1,秋田大学,医学部（修業年限６年）,秋田,,昼間
0140-05-05-4M02-00-1,秋田大学,医学部医学科,秋田,,昼間
0140-05-05-4M02-03-1,秋田大学,医学系研究科,秋田,博士課程（後期）,昼間
0140-05-05-4M02-03-1,秋田大学,医学系研究科（博士課程(後期)）,秋田,博士課程（後期）,昼間
0140-05-05-4M02-03-1,秋田大学,医学系研究科（博士後期課程）,秋田,博士課程（後期）,昼間
0140-05-05-4X02-03-1,秋田大学,理工学研究科,秋田,博士課程（後期）,昼間
0140-05-05-4X02-03-1,秋田大学,理工学研究科（博士後期課程）,秋田,博士課程（後期）,昼間
0140-05-05-4Z35-03-1,秋田大学,国際資源学研究科,秋田,博士課程（後期）,昼間
0140-05-05-4Z35-03-1,秋田大学,国際資源学研究科（博士後期課程）,秋田,博士課程（後期）,昼間
0140-05-05-6M02-04-1,秋田大学,医学系研究科,秋田,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0140-05-05-6M02-04-1,秋田大学,医学系研究科（修業年限４年）,秋田,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0140-05-05-6M02-04-1,秋田大学,医学系研究科（修業年限４年）（博士課程(一貫)）,秋田,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0140-05-05-6M02-04-1,秋田大学,医学系研究科（博士課程）,秋田,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0140-05-05-GS01-09-1,秋田大学,教育学研究科,秋田,専門職学位課程教職大学院,昼間
0144-06-06-1A06-00-1,山形大学,人文学部,山形,,昼間
0144-06-06-1A06-00-1,山形大学,人文学部（群）,山形,,昼間
0144-06-06-1D68-01-1,山形大学,社会文化創造研究科,山形,修士課程,昼間
0144-06-06-1E01-00-1,山形大学,理学部,山形,,昼間
0144-06-06-1G01-00-1,山形大学,工学部,山形,,昼間
0144-06-06-1K01-00-1,山形大学,農学部,山形,,昼間
0144-06-06-1K01-00-1,山形大学,農学部（群）,山形,,昼間
0144-06-06-1K01-01-1,山形大学,農学研究科,山形,修士課程,昼間
0144-06-06-1K01-01-1,山形大学,農学研究科（修士課程）,山形,修士課程,昼間
0144-06-06-1M04-00-1,山形大学,医学部,山形,,昼間
0144-06-06-1M04-00-1,山形大学,医学部（看護学科）,山形,,昼間
0144-06-06-1M04-00-1,山形大学,医学部（修業年限４年）,山形,,昼間
0144-06-06-1M04-00-1,山形大学,医学部（保健学科）,山形,,昼間
0144-06-06-1X38-00-1,山形大学,人文（・）社会（科）学部（群）,山形,,昼間
0144-06-06-1X38-00-1,山形大学,人文社会科学部,山形,,昼間
0144-06-06-1Y41-00-1,山形大学,地域教育文化学部,山形,,昼間
0144-06-06-1Z99-00-1,山形大学,いずれの学部にも所属しない聴講生・研究生等,山形,,昼間
0144-06-06-1Z99-00-1,山形大学,基盤教育院,山形,,昼間
0144-06-06-2G01-00-2,山形大学,工学部,山形,,夜間
0144-06-06-2G01-00-2,山形大学,工学部（フレックスコース）,山形,,夜間
0144-06-06-2G01-00-2,山形大学,工学部（夜間）,山形,,夜間
0144-06-06-2G01-00-2,山形大学,工学部（夜間主）,山形,,夜間
0144-06-06-2M02-02-1,山形大学,医学系研究科,山形,博士課程（前期）,昼間
0144-06-06-2M02-02-1,山形大学,医学系研究科（博士課程(前期)）,山形,博士課程（前期）,昼間
0144-06-06-2X02-02-1,山形大学,理工学研究科,山形,博士課程（前期）,昼間
0144-06-06-2X02-02-1,山形大学,理工学研究科（博士課程(前期)）,山形,博士課程（前期）,昼間
0144-06-06-2Z38-02-1,山形大学,有機材料システム研究科,山形,博士課程（前期）,昼間
0144-06-06-2Z38-02-1,山形大学,有機材料システム研究科（博士課程(前期)）,山形,博士課程（前期）,昼間
0144-06-06-4M02-00-1,山形大学,医学部,山形,,昼間
0144-06-06-4M02-00-1,山形大学,医学部（医学科）,山形,,昼間
0144-06-06-4M02-00-1,山形大学,医学部（群）（専門課程）,山形,,昼間
0144-06-06-4M02-00-1,山形大学,医学部（修業年限６年）,山形,,昼間
0144-06-06-4M02-03-1,山形大学,医学系研究科,山形,博士課程（後期）,昼間
0144-06-06-4M02-03-1,山形大学,医学系研究科（博士課程(後期)）,山形,博士課程（後期）,昼間
0144-06-06-4X02-03-1,山形大学,理工学研究科,山形,博士課程（後期）,昼間
0144-06-06-4X02-03-1,山形大学,理工学研究科（博士課程(後期)）,山形,博士課程（後期）,昼間
0144-06-06-4Z38-03-1,山形大学,有機材料システム研究科,山形,博士課程（後期）,昼間
0144-06-06-4Z38-03-1,山形大学,有機材料システム研究科（博士課程(後期)）,山形,博士課程（後期）,昼間
0144-06-06-6M02-04-1,山形大学,医学系研究科,山形,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0144-06-06-6M02-04-1,山形大学,医学系研究科（修業年限４年）,山形,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0144-06-06-6M02-04-1,山形大学,医学系研究科（博士課程(一貫)）,山形,博士課程（医歯薬学、獣医学関係の一貫制課程）,昼間
0144-06-06-GS21-09-1,山形大学,教育実践（学）研究科,山形,専門職学位課程教職大学院,昼間
0144-06-06-GS21-09-1,山形大学,教育実践研究科,山形,専門職学位課程教職大学院,昼間
0148-07-07-1C09-01-1,福島大学,経済学研究科,福島,修士課程,昼間
0148-07-07-1C09-01-1,福島大学,経済学研究科（修士課程）,福島,修士課程,昼間
0148-07-07-1C49-01-1,福島大学,地域政策科学研究科,福島,修士課程,昼間
0148-07-07-1C49-01-1,福島大学,地域政策科学研究科（修士課程）,福島,修士課程,昼間
0148-07-07-1K01-00-1,福島大学,農学群,福島,,昼間
0148-07-07-1K01-00-1,福島大学,農学部（域）（群）,福島,,昼間
0148-07-07-1K01-00-1,福島大学,農学部（群）,福島,,昼間
